[2016-11-16 15:41:56.418]  Using channels 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83
[2016-11-16 15:41:57.655]  Tuned to 14
[2016-11-16 15:41:57.656]  Tuned to 15
[2016-11-16 15:41:57.658]  Tuned to 16
[2016-11-16 15:41:57.659]  Tuned to 17
[2016-11-16 15:41:57.661]  Tuned to 18
[2016-11-16 15:41:57.663]  Tuned to 19
[2016-11-16 15:41:57.664]  Tuned to 20
[2016-11-16 15:41:57.666]  Tuned to 21
[2016-11-16 15:41:57.667]  Tuned to 22
[2016-11-16 15:41:57.669]  Tuned to 23
[2016-11-16 15:41:57.670]  Tuned to 24
[2016-11-16 15:41:57.671]  Tuned to 25
[2016-11-16 15:41:57.673]  Tuned to 26
[2016-11-16 15:41:57.674]  Tuned to 27
[2016-11-16 15:41:57.676]  Tuned to 28
[2016-11-16 15:41:57.677]  Tuned to 29
[2016-11-16 15:41:57.679]  Tuned to 30
[2016-11-16 15:41:57.680]  Tuned to 31
[2016-11-16 15:41:57.682]  Tuned to 32
[2016-11-16 15:41:57.683]  Tuned to 33
[2016-11-16 15:41:57.685]  Tuned to 34
[2016-11-16 15:41:57.687]  Tuned to 35
[2016-11-16 15:41:57.688]  Tuned to 36
[2016-11-16 15:41:57.690]  Tuned to 37
[2016-11-16 15:41:57.691]  Tuned to 38
[2016-11-16 15:41:57.693]  Tuned to 39
[2016-11-16 15:41:57.694]  Tuned to 40
[2016-11-16 15:41:57.696]  Tuned to 41
[2016-11-16 15:41:57.697]  Tuned to 42
[2016-11-16 15:41:57.699]  Tuned to 43
[2016-11-16 15:41:57.700]  Tuned to 44
[2016-11-16 15:41:57.702]  Tuned to 45
[2016-11-16 15:41:57.704]  Tuned to 46
[2016-11-16 15:41:57.705]  Tuned to 47
[2016-11-16 15:41:57.706]  Tuned to 48
[2016-11-16 15:41:57.708]  Tuned to 49
[2016-11-16 15:41:57.709]  Tuned to 50
[2016-11-16 15:41:57.711]  Tuned to 51
[2016-11-16 15:41:57.712]  Tuned to 52
[2016-11-16 15:41:57.714]  Tuned to 53
[2016-11-16 15:41:57.715]  Tuned to 54
[2016-11-16 15:41:57.717]  Tuned to 55
[2016-11-16 15:41:57.718]  Tuned to 56
[2016-11-16 15:41:57.720]  Tuned to 57
[2016-11-16 15:41:57.721]  Tuned to 58
[2016-11-16 15:41:57.723]  Tuned to 59
[2016-11-16 15:41:57.725]  Tuned to 60
[2016-11-16 15:41:57.727]  Tuned to 61
[2016-11-16 15:41:57.729]  Tuned to 62
[2016-11-16 15:41:57.730]  Tuned to 63
[2016-11-16 15:41:57.732]  Tuned to 64
[2016-11-16 15:41:57.733]  Tuned to 65
[2016-11-16 15:41:57.735]  Tuned to 66
[2016-11-16 15:41:57.736]  Tuned to 67
[2016-11-16 15:41:57.738]  Tuned to 68
[2016-11-16 15:41:57.739]  Tuned to 69
[2016-11-16 15:41:57.741]  Tuned to 70
[2016-11-16 15:41:57.742]  Tuned to 71
[2016-11-16 15:41:57.744]  Tuned to 72
[2016-11-16 15:41:57.745]  Tuned to 73
[2016-11-16 15:41:57.747]  Tuned to 74
[2016-11-16 15:41:57.748]  Tuned to 75
[2016-11-16 15:41:57.749]  Tuned to 76
[2016-11-16 15:41:57.751]  Tuned to 77
[2016-11-16 15:41:57.752]  Tuned to 78
[2016-11-16 15:41:57.754]  Tuned to 79
[2016-11-16 15:41:57.755]  Tuned to 80
[2016-11-16 15:41:57.757]  Tuned to 81
[2016-11-16 15:41:57.758]  Tuned to 82
[2016-11-16 15:41:57.760]  Tuned to 83
[2016-11-16 15:41:57.761]  Unable to ping 2D:58:9E:2D:08
[2016-11-16 15:41:57.763]  Tuned to 2
[2016-11-16 15:41:57.765]  Tuned to 3
[2016-11-16 15:41:57.766]  Tuned to 4
[2016-11-16 15:41:57.767]  Tuned to 5
[2016-11-16 15:41:57.769]  Tuned to 6
[2016-11-16 15:41:57.770]  Tuned to 7
[2016-11-16 15:41:57.772]  Tuned to 8
[2016-11-16 15:41:57.773]  Tuned to 9
[2016-11-16 15:41:57.775]  Tuned to 10
[2016-11-16 15:41:57.776]  Tuned to 11
[2016-11-16 15:41:57.778]  Tuned to 12
[2016-11-16 15:41:57.779]  Tuned to 13
[2016-11-16 15:41:57.781]  Tuned to 14
[2016-11-16 15:41:57.782]  Tuned to 15
[2016-11-16 15:41:57.783]  Tuned to 16
[2016-11-16 15:41:57.785]  Tuned to 17
[2016-11-16 15:41:57.786]  Tuned to 18
[2016-11-16 15:41:57.788]  Tuned to 19
[2016-11-16 15:41:57.789]  Tuned to 20
[2016-11-16 15:41:57.791]  Tuned to 21
[2016-11-16 15:41:57.792]  Tuned to 22
[2016-11-16 15:41:57.794]  Tuned to 23
[2016-11-16 15:41:57.795]  Tuned to 24
[2016-11-16 15:41:57.797]  Tuned to 25
[2016-11-16 15:41:57.798]  Tuned to 26
[2016-11-16 15:41:57.800]  Tuned to 27
[2016-11-16 15:41:57.801]  Tuned to 28
[2016-11-16 15:41:57.803]  Tuned to 29
[2016-11-16 15:41:57.804]  Tuned to 30
[2016-11-16 15:41:57.806]  Tuned to 31
[2016-11-16 15:41:57.807]  Tuned to 32
[2016-11-16 15:41:57.808]  Tuned to 33
[2016-11-16 15:41:57.810]  Tuned to 34
[2016-11-16 15:41:57.811]  Tuned to 35
[2016-11-16 15:41:57.813]  Tuned to 36
[2016-11-16 15:41:57.814]  Tuned to 37
[2016-11-16 15:41:57.816]  Tuned to 38
[2016-11-16 15:41:57.817]  Tuned to 39
[2016-11-16 15:41:57.818]  Tuned to 40
[2016-11-16 15:41:57.820]  Tuned to 41
[2016-11-16 15:41:57.822]  Tuned to 42
[2016-11-16 15:41:57.823]  Tuned to 43
[2016-11-16 15:41:57.825]  Tuned to 44
[2016-11-16 15:41:57.826]  Tuned to 45
[2016-11-16 15:41:57.828]  Tuned to 46
[2016-11-16 15:41:57.829]  Tuned to 47
[2016-11-16 15:41:57.831]  Tuned to 48
[2016-11-16 15:41:57.832]  Tuned to 49
[2016-11-16 15:41:57.833]  Tuned to 50
[2016-11-16 15:41:57.835]  Tuned to 51
[2016-11-16 15:41:57.836]  Tuned to 52
[2016-11-16 15:41:57.838]  Tuned to 53
[2016-11-16 15:41:57.839]  Tuned to 54
[2016-11-16 15:41:57.841]  Tuned to 55
[2016-11-16 15:41:57.842]  Tuned to 56
[2016-11-16 15:41:57.844]  Tuned to 57
[2016-11-16 15:41:57.845]  Tuned to 58
[2016-11-16 15:41:57.847]  Tuned to 59
[2016-11-16 15:41:57.848]  Tuned to 60
[2016-11-16 15:41:57.849]  Tuned to 61
[2016-11-16 15:41:57.851]  Tuned to 62
[2016-11-16 15:41:57.852]  Tuned to 63
[2016-11-16 15:41:57.854]  Tuned to 64
[2016-11-16 15:41:57.855]  Tuned to 65
[2016-11-16 15:41:57.857]  Tuned to 66
[2016-11-16 15:41:57.858]  Tuned to 67
[2016-11-16 15:41:57.860]  Tuned to 68
[2016-11-16 15:41:57.861]  Tuned to 69
[2016-11-16 15:41:57.863]  Tuned to 70
[2016-11-16 15:41:57.864]  Tuned to 71
[2016-11-16 15:41:57.866]  Tuned to 72
[2016-11-16 15:41:57.867]  Tuned to 73
[2016-11-16 15:41:57.869]  Tuned to 74
[2016-11-16 15:41:57.870]  Tuned to 75
[2016-11-16 15:41:57.872]  Tuned to 76
[2016-11-16 15:41:57.873]  Tuned to 77
[2016-11-16 15:41:57.874]  Tuned to 78
[2016-11-16 15:41:57.876]  Tuned to 79
[2016-11-16 15:41:57.877]  Tuned to 80
[2016-11-16 15:41:57.879]  Tuned to 81
[2016-11-16 15:41:57.880]  Tuned to 82
[2016-11-16 15:41:57.882]  Tuned to 83
[2016-11-16 15:41:57.883]  Unable to ping 2D:58:9E:2D:08
[2016-11-16 15:41:57.885]  Tuned to 2
[2016-11-16 15:41:57.886]  Tuned to 3
[2016-11-16 15:41:57.887]  Tuned to 4
[2016-11-16 15:41:57.889]  Tuned to 5
[2016-11-16 15:41:57.890]  Tuned to 6
[2016-11-16 15:41:57.892]  Tuned to 7
[2016-11-16 15:41:57.893]  Tuned to 8
[2016-11-16 15:41:57.895]  Tuned to 9
[2016-11-16 15:41:57.896]  Tuned to 10
[2016-11-16 15:41:57.898]  Tuned to 11
[2016-11-16 15:41:57.899]  Tuned to 12
[2016-11-16 15:41:57.901]  Tuned to 13
[2016-11-16 15:41:57.902]  Tuned to 14
[2016-11-16 15:41:57.904]  Tuned to 15
[2016-11-16 15:41:57.905]  Tuned to 16
[2016-11-16 15:41:57.907]  Tuned to 17
[2016-11-16 15:41:57.908]  Tuned to 18
[2016-11-16 15:41:57.910]  Tuned to 19
[2016-11-16 15:41:57.911]  Tuned to 20
[2016-11-16 15:41:57.912]  Tuned to 21
[2016-11-16 15:41:57.914]  Tuned to 22
[2016-11-16 15:41:57.915]  Tuned to 23
[2016-11-16 15:41:57.917]  Tuned to 24
[2016-11-16 15:41:57.918]  Tuned to 25
[2016-11-16 15:41:57.920]  Tuned to 26
[2016-11-16 15:41:57.921]  Tuned to 27
[2016-11-16 15:41:57.923]  Tuned to 28
[2016-11-16 15:41:57.924]  Tuned to 29
[2016-11-16 15:41:57.925]  Tuned to 30
[2016-11-16 15:41:57.927]  Tuned to 31
[2016-11-16 15:41:57.928]  Tuned to 32
[2016-11-16 15:41:57.930]  Tuned to 33
[2016-11-16 15:41:57.931]  Tuned to 34
[2016-11-16 15:41:57.933]  Tuned to 35
[2016-11-16 15:41:57.934]  Tuned to 36
[2016-11-16 15:41:57.936]  Tuned to 37
[2016-11-16 15:41:57.937]  Tuned to 38
[2016-11-16 15:41:57.939]  Tuned to 39
[2016-11-16 15:41:57.941]  Tuned to 40
[2016-11-16 15:41:57.942]  Tuned to 41
[2016-11-16 15:41:57.944]  Tuned to 42
[2016-11-16 15:41:57.945]  Tuned to 43
[2016-11-16 15:41:57.947]  Tuned to 44
[2016-11-16 15:41:57.948]  Tuned to 45
[2016-11-16 15:41:57.950]  Tuned to 46
[2016-11-16 15:41:57.951]  Tuned to 47
[2016-11-16 15:41:57.953]  Tuned to 48
[2016-11-16 15:41:57.954]  Tuned to 49
[2016-11-16 15:41:57.956]  Tuned to 50
[2016-11-16 15:41:57.957]  Tuned to 51
[2016-11-16 15:41:57.959]  Tuned to 52
[2016-11-16 15:41:57.960]  Tuned to 53
[2016-11-16 15:41:57.961]  Tuned to 54
[2016-11-16 15:41:57.963]  Tuned to 55
[2016-11-16 15:41:57.964]  Tuned to 56
[2016-11-16 15:41:57.966]  Tuned to 57
[2016-11-16 15:41:57.967]  Tuned to 58
[2016-11-16 15:41:57.969]  Tuned to 59
[2016-11-16 15:41:57.970]  Tuned to 60
[2016-11-16 15:41:57.972]  Tuned to 61
[2016-11-16 15:41:57.973]  Tuned to 62
[2016-11-16 15:41:57.975]  Tuned to 63
[2016-11-16 15:41:57.976]  Tuned to 64
[2016-11-16 15:41:57.977]  Tuned to 65
[2016-11-16 15:41:57.979]  Tuned to 66
[2016-11-16 15:41:57.980]  Tuned to 67
[2016-11-16 15:41:57.982]  Tuned to 68
[2016-11-16 15:41:57.983]  Tuned to 69
[2016-11-16 15:41:57.985]  Tuned to 70
[2016-11-16 15:41:57.986]  Tuned to 71
[2016-11-16 15:41:57.988]  Tuned to 72
[2016-11-16 15:41:57.989]  Tuned to 73
[2016-11-16 15:41:57.991]  Tuned to 74
[2016-11-16 15:41:57.992]  Tuned to 75
[2016-11-16 15:41:57.994]  Tuned to 76
[2016-11-16 15:41:57.995]  Tuned to 77
[2016-11-16 15:41:57.997]  Tuned to 78
[2016-11-16 15:41:57.998]  Tuned to 79
[2016-11-16 15:41:57.999]  Tuned to 80
[2016-11-16 15:41:58.001]  Tuned to 81
[2016-11-16 15:41:58.002]  Tuned to 82
[2016-11-16 15:41:58.004]  Tuned to 83
[2016-11-16 15:41:58.005]  Unable to ping 2D:58:9E:2D:08
[2016-11-16 15:41:58.007]  Tuned to 2
[2016-11-16 15:41:58.008]  Tuned to 3
[2016-11-16 15:41:58.010]  Tuned to 4
[2016-11-16 15:41:58.011]  Tuned to 5
[2016-11-16 15:41:58.013]  Tuned to 6
[2016-11-16 15:41:58.014]  Tuned to 7
[2016-11-16 15:41:58.015]  Tuned to 8
[2016-11-16 15:41:58.017]  Tuned to 9
[2016-11-16 15:41:58.018]  Tuned to 10
[2016-11-16 15:41:58.020]  Tuned to 11
[2016-11-16 15:41:58.021]  Tuned to 12
[2016-11-16 15:41:58.023]  Tuned to 13
[2016-11-16 15:41:58.024]  Tuned to 14
[2016-11-16 15:41:58.025]  Tuned to 15
[2016-11-16 15:41:58.027]  Tuned to 16
[2016-11-16 15:41:58.028]  Tuned to 17
[2016-11-16 15:41:58.030]  Tuned to 18
[2016-11-16 15:41:58.031]  Tuned to 19
[2016-11-16 15:41:58.033]  Tuned to 20
[2016-11-16 15:41:58.035]  Tuned to 21
[2016-11-16 15:41:58.036]  Tuned to 22
[2016-11-16 15:41:58.038]  Tuned to 23
[2016-11-16 15:41:58.039]  Tuned to 24
[2016-11-16 15:41:58.041]  Tuned to 25
[2016-11-16 15:41:58.042]  Tuned to 26
[2016-11-16 15:41:58.044]  Tuned to 27
[2016-11-16 15:41:58.045]  Tuned to 28
[2016-11-16 15:41:58.047]  Tuned to 29
[2016-11-16 15:41:58.048]  Tuned to 30
[2016-11-16 15:41:58.050]  Tuned to 31
[2016-11-16 15:41:58.051]  Tuned to 32
[2016-11-16 15:41:58.052]  Tuned to 33
[2016-11-16 15:41:58.054]  Tuned to 34
[2016-11-16 15:41:58.055]  Tuned to 35
[2016-11-16 15:41:58.057]  Tuned to 36
[2016-11-16 15:41:58.059]  Tuned to 37
[2016-11-16 15:41:58.060]  Tuned to 38
[2016-11-16 15:41:58.061]  Tuned to 39
[2016-11-16 15:41:58.063]  Tuned to 40
[2016-11-16 15:41:58.064]  Tuned to 41
[2016-11-16 15:41:58.066]  Tuned to 42
[2016-11-16 15:41:58.067]  Tuned to 43
[2016-11-16 15:41:58.069]  Tuned to 44
[2016-11-16 15:41:58.070]  Tuned to 45
[2016-11-16 15:41:58.071]  Tuned to 46
[2016-11-16 15:41:58.073]  Tuned to 47
[2016-11-16 15:41:58.074]  Tuned to 48
[2016-11-16 15:41:58.076]  Tuned to 49
[2016-11-16 15:41:58.077]  Tuned to 50
[2016-11-16 15:41:58.079]  Tuned to 51
[2016-11-16 15:41:58.080]  Tuned to 52
[2016-11-16 15:41:58.082]  Tuned to 53
[2016-11-16 15:41:58.083]  Tuned to 54
[2016-11-16 15:41:58.084]  Tuned to 55
[2016-11-16 15:41:58.086]  Tuned to 56
[2016-11-16 15:41:58.087]  Tuned to 57
[2016-11-16 15:41:58.089]  Tuned to 58
[2016-11-16 15:41:58.090]  Tuned to 59
[2016-11-16 15:41:58.092]  Tuned to 60
[2016-11-16 15:41:58.093]  Tuned to 61
[2016-11-16 15:41:58.095]  Tuned to 62
[2016-11-16 15:41:58.096]  Tuned to 63
[2016-11-16 15:41:58.098]  Tuned to 64
[2016-11-16 15:41:58.099]  Tuned to 65
[2016-11-16 15:41:58.100]  Tuned to 66
[2016-11-16 15:41:58.102]  Tuned to 67
[2016-11-16 15:41:58.103]  Tuned to 68
[2016-11-16 15:41:58.105]  Tuned to 69
[2016-11-16 15:41:58.106]  Tuned to 70
[2016-11-16 15:41:58.108]  Tuned to 71
[2016-11-16 15:41:58.109]  Tuned to 72
[2016-11-16 15:41:58.111]  Tuned to 73
[2016-11-16 15:41:58.112]  Tuned to 74
[2016-11-16 15:41:58.114]  Tuned to 75
[2016-11-16 15:41:58.115]  Tuned to 76
[2016-11-16 15:41:58.116]  Tuned to 77
[2016-11-16 15:41:58.118]  Tuned to 78
[2016-11-16 15:41:58.119]  Tuned to 79
[2016-11-16 15:41:58.121]  Tuned to 80
[2016-11-16 15:41:58.122]  Tuned to 81
[2016-11-16 15:41:58.124]  Tuned to 82
[2016-11-16 15:41:58.125]  Tuned to 83
[2016-11-16 15:41:58.126]  Unable to ping 2D:58:9E:2D:08
[2016-11-16 15:41:58.128]  Tuned to 2
[2016-11-16 15:41:58.130]  Tuned to 3
[2016-11-16 15:41:58.131]  Tuned to 4
[2016-11-16 15:41:58.133]  Tuned to 5
[2016-11-16 15:41:58.134]  Tuned to 6
[2016-11-16 15:41:58.135]  Tuned to 7
[2016-11-16 15:41:58.137]  Tuned to 8
[2016-11-16 15:41:58.138]  Tuned to 9
[2016-11-16 15:41:58.140]  Tuned to 10
[2016-11-16 15:41:58.141]  Tuned to 11
[2016-11-16 15:41:58.143]  Tuned to 12
[2016-11-16 15:41:58.144]  Tuned to 13
[2016-11-16 15:41:58.146]  Tuned to 14
[2016-11-16 15:41:58.147]  Tuned to 15
[2016-11-16 15:41:58.148]  Tuned to 16
[2016-11-16 15:41:58.150]  Tuned to 17
[2016-11-16 15:41:58.151]  Tuned to 18
[2016-11-16 15:41:58.153]  Tuned to 19
[2016-11-16 15:41:58.154]  Tuned to 20
[2016-11-16 15:41:58.156]  Tuned to 21
[2016-11-16 15:41:58.157]  Tuned to 22
[2016-11-16 15:41:58.159]  Tuned to 23
[2016-11-16 15:41:58.160]  Tuned to 24
[2016-11-16 15:41:58.162]  Tuned to 25
[2016-11-16 15:41:58.163]  Tuned to 26
[2016-11-16 15:41:58.165]  Tuned to 27
[2016-11-16 15:41:58.166]  Tuned to 28
[2016-11-16 15:41:58.167]  Tuned to 29
[2016-11-16 15:41:58.169]  Tuned to 30
[2016-11-16 15:41:58.170]  Tuned to 31
[2016-11-16 15:41:58.172]  Tuned to 32
[2016-11-16 15:41:58.173]  Tuned to 33
[2016-11-16 15:41:58.175]  Tuned to 34
[2016-11-16 15:41:58.176]  Tuned to 35
[2016-11-16 15:41:58.178]  Tuned to 36
[2016-11-16 15:41:58.179]  Tuned to 37
[2016-11-16 15:41:58.180]  Tuned to 38
[2016-11-16 15:41:58.182]  Tuned to 39
[2016-11-16 15:41:58.183]  Tuned to 40
[2016-11-16 15:41:58.185]  Tuned to 41
[2016-11-16 15:41:58.186]  Tuned to 42
[2016-11-16 15:41:58.188]  Tuned to 43
[2016-11-16 15:41:58.189]  Tuned to 44
[2016-11-16 15:41:58.191]  Tuned to 45
[2016-11-16 15:41:58.192]  Tuned to 46
[2016-11-16 15:41:58.194]  Tuned to 47
[2016-11-16 15:41:58.195]  Tuned to 48
[2016-11-16 15:41:58.197]  Tuned to 49
[2016-11-16 15:41:58.198]  Tuned to 50
[2016-11-16 15:41:58.200]  Tuned to 51
[2016-11-16 15:41:58.201]  Tuned to 52
[2016-11-16 15:41:58.203]  Tuned to 53
[2016-11-16 15:41:58.204]  Tuned to 54
[2016-11-16 15:41:58.206]  Tuned to 55
[2016-11-16 15:41:58.207]  Tuned to 56
[2016-11-16 15:41:58.209]  Tuned to 57
[2016-11-16 15:41:58.210]  Tuned to 58
[2016-11-16 15:41:58.211]  Tuned to 59
[2016-11-16 15:41:58.213]  Tuned to 60
[2016-11-16 15:41:58.214]  Tuned to 61
[2016-11-16 15:41:58.216]  Tuned to 62
[2016-11-16 15:41:58.217]  Tuned to 63
[2016-11-16 15:41:58.219]  Tuned to 64
[2016-11-16 15:41:58.220]  Tuned to 65
[2016-11-16 15:41:58.221]  Tuned to 66
[2016-11-16 15:41:58.223]  Tuned to 67
[2016-11-16 15:41:58.224]  Tuned to 68
[2016-11-16 15:41:58.226]  Tuned to 69
[2016-11-16 15:41:58.227]  Tuned to 70
[2016-11-16 15:41:58.229]  Tuned to 71
[2016-11-16 15:41:58.230]  Tuned to 72
[2016-11-16 15:41:58.232]  Tuned to 73
[2016-11-16 15:41:58.233]  Tuned to 74
[2016-11-16 15:41:58.234]  Tuned to 75
[2016-11-16 15:41:58.236]  Tuned to 76
[2016-11-16 15:41:58.237]  Tuned to 77
[2016-11-16 15:41:58.239]  Tuned to 78
[2016-11-16 15:41:58.240]  Tuned to 79
[2016-11-16 15:41:58.242]  Tuned to 80
[2016-11-16 15:41:58.243]  Tuned to 81
[2016-11-16 15:41:58.245]  Tuned to 82
[2016-11-16 15:41:58.246]  Tuned to 83
[2016-11-16 15:41:58.247]  Unable to ping 2D:58:9E:2D:08
[2016-11-16 15:41:58.249]  Tuned to 2
[2016-11-16 15:41:58.251]  Tuned to 3
[2016-11-16 15:41:58.252]  Tuned to 4
[2016-11-16 15:41:58.253]  Tuned to 5
[2016-11-16 15:41:58.255]  Tuned to 6
[2016-11-16 15:41:58.256]  Tuned to 7
[2016-11-16 15:41:58.258]  Tuned to 8
[2016-11-16 15:41:58.259]  Tuned to 9
[2016-11-16 15:41:58.261]  Tuned to 10
[2016-11-16 15:41:58.262]  Tuned to 11
[2016-11-16 15:41:58.264]  Tuned to 12
[2016-11-16 15:41:58.265]  Tuned to 13
[2016-11-16 15:41:58.266]  Tuned to 14
[2016-11-16 15:41:58.268]  Tuned to 15
[2016-11-16 15:41:58.269]  Tuned to 16
[2016-11-16 15:41:58.271]  Tuned to 17
[2016-11-16 15:41:58.272]  Tuned to 18
[2016-11-16 15:41:58.274]  Tuned to 19
[2016-11-16 15:41:58.275]  Tuned to 20
[2016-11-16 15:41:58.277]  Tuned to 21
[2016-11-16 15:41:58.278]  Tuned to 22
[2016-11-16 15:41:58.280]  Tuned to 23
[2016-11-16 15:41:58.281]  Tuned to 24
[2016-11-16 15:41:58.283]  Tuned to 25
